html_url,id,names.types.ror_display,status,types,names.types.alias,names.types.label,names.types.acronym,links.type.website,links.type.wikipedia,domains,established,external_ids.type.fundref.all,external_ids.type.fundref.preferred,external_ids.type.grid.all,external_ids.type.grid.preferred,external_ids.type.isni.all,external_ids.type.isni.preferred,external_ids.type.wikidata.all,external_ids.type.wikidata.preferred,city,country,locations.geonames_id,parent,child,related,successor,predecessor,nid,comments
,https://ror.org/00qz2ys19,Stanley Family Foundation,active,funder,,Stanley Family Foundation*en,,,,,1986,100019917,100019917,,,,,,,Briarcliff Manor,United States,5110108,,,,,,R000691,openalex_funder_id=F4320319359; crossref_funder_doi=https://doi.org/10.13039/100019917; openalex_priority=B; openalex_type_guess=fund/foundation; awards_in_openalex=1; works_in_openalex=33; country_code=US | VERIFIED: type=funder; established=1986; keep_alias=False; affiliation_usage=publications_doi; website=not_checked; ids=; confidence=high; established_source=national_registry; scope=in_scope; adversarial_overturned=affiliation_usage
,https://ror.org/01skwkn77,Calgary Firefighters Burn Treatment Society,active,nonprofit;funder,,Calgary Firefighters Burn Treatment Society*en,CFBTS*en,https://cfbts.org,,cfbts.org,1978,501100020145,501100020145,,,,,,,Calgary,Canada,5913490,,,,,,R000692,openalex_funder_id=F4320330756; crossref_funder_doi=https://doi.org/10.13039/501100020145; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=1; works_in_openalex=33; country_code=CA | VERIFIED: type=nonprofit; established=1978; keep_alias=False; affiliation_usage=publications_doi; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope; adversarial_overturned=affiliation_usage
,https://ror.org/05se0bw70,Australian Podiatry Association,active,nonprofit;funder,Australasian Podiatry Council*en,Australian Podiatry Association*en; Australian Podiatry Association Ltd*en,APodA*en,https://www.podiatry.org.au,,podiatry.org.au,,501100020476,501100020476,,,,,,,Melbourne,Australia,2158177,,,https://ror.org/049c14e20,,,R000693,openalex_funder_id=F4320330933; crossref_funder_doi=https://doi.org/10.13039/501100020476; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=1; works_in_openalex=33; country_code=AU | VERIFIED: type=nonprofit; established=unknown; keep_alias=False; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=not_found; scope=in_scope
,https://ror.org/00t02dh44,Australian Society of Medical Imaging and Radiation Therapy,active,nonprofit;funder,Australian Institute of Radiographers*en; Australian Institute of Radiography*en,Australian Society of Medical Imaging and Radiation Therapy*en,ASMIRT*en,https://asmirt.org/,,asmirt.org,1950,501100022894,501100022894,,,,,,,Melbourne,Australia,2158177,,,,,,R000694,"openalex_funder_id=F4320331887; crossref_funder_doi=https://doi.org/10.13039/501100022894; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=1; works_in_openalex=33; country_code=AU | VERIFIED: type=nonprofit; established=1950; keep_alias=True; affiliation_usage=crossref_exact; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope; adversarial_overturned=affiliation_usage,keep_alias,alias_values"
,https://ror.org/00ve3nf52,"Stiftelsen för vetenskaplig forskning inom hjärt- och kärlsjukdomarnas område, Hulda Almroths fond",active,funder,,"Stiftelsen för vetenskaplig forskning inom hjärt- och kärlsjukdomarnas område, Hulda Almroths fond*sv; Hulda Almroth Foundation*en",,,,,,100018049,100018049,,,,,,,Malmö,Sweden,2692969,,,,,,R000695,openalex_funder_id=F4320317870; crossref_funder_doi=https://doi.org/10.13039/100018049; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=0; works_in_openalex=33; country_code=SE | VERIFIED: type=funder; established=unknown; keep_alias=False; affiliation_usage=publications_doi; website=not_checked; ids=; confidence=high; established_source=not_found; scope=in_scope
,https://ror.org/059nra035,Turner Syndrome Global Alliance,active,nonprofit;funder,,Turner Syndrome Global Alliance*en,TSGA*en,https://tsgalliance.org/,,tsgalliance.org,2014,100018108,100018108,,,,,,,Overland Park,United States,4276873,,,,,,R000696,openalex_funder_id=F4320317905; crossref_funder_doi=https://doi.org/10.13039/100018108; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=0; works_in_openalex=33; country_code=US | VERIFIED: type=nonprofit; established=2014; keep_alias=False; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope
,https://ror.org/03sfmzw93,Instituto Nacional de Ciência e Tecnologia de Semioquímicos na Agricultura,active,facility;funder,INCT Semioquímicos na Agricultura*pt,Instituto Nacional de Ciência e Tecnologia de Semioquímicos na Agricultura*pt,,,,,2009,501100011657,501100011657,,,,,,,Piracicaba,Brazil,3453643,https://ror.org/045ydbe97,,,,,R000697,"openalex_funder_id=F4320327184; crossref_funder_doi=https://doi.org/10.13039/501100011657; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=22; works_in_openalex=32; country_code=BR | VERIFIED: type=facility; established=2009; keep_alias=False; affiliation_usage=none_found; website=not_checked; ids=; confidence=high; established_source=other_source; adversarial_change=Overturned the relationships field: pass 1's parent edge to Universidade de São Paulo (036rp1748) is replaced by the ROR house-style parent edge to the INCT program umbrella https://ror.org/045ydbe97 (Institutos Nacionais de Ciência e Tecnologia), because all sibling INCT records checked carry exactly that parent and no host-university edge, and the institute's labs span UFPR/UFAL/UFV as well as ESALQ so USP is only the sede host. All other pass-1 values (scope, official_name, labels, established 2009, ror_type facility, country, city, geonames_id, dup no_candidates, empty website/wikidata) were re-verified against primary sources and stand.; scope=in_scope; adversarial_overturned=relationships"
,https://ror.org/058hjn335,Erik och Edith Fernströms stiftelse för medicinsk forskning,active,funder,Edith och Erik Fernströms Stiftelse för medicinsk forskning*sv,Erik och Edith Fernströms stiftelse för medicinsk forskning*sv; Erik and Edith Fernström Foundation for Medical Research*en,,,,,1977,501100009747,501100009747,,,,,,,Stockholm,Sweden,2673730,,,https://ror.org/056d84691,,,R000698,"openalex_funder_id=F4320325981; crossref_funder_doi=https://doi.org/10.13039/501100009747; openalex_priority=B; openalex_type_guess=fund/foundation; awards_in_openalex=21; works_in_openalex=32; country_code=SE | VERIFIED: type=funder; established=1977; keep_alias=True; affiliation_usage=none_found; website=not_checked; ids=; confidence=high; established_source=national_registry; adversarial_change=Confirmed pass 1's in_scope, no_candidates, funder, names and KI related-edge against GLEIF, fresh ROR searches and the KI pages; added established=1977 (GLEIF creationDate + Swedish registry registration date, which pass 1 could not reach); added the flipped-order legal name 'Edith och Erik Fernströms Stiftelse för medicinsk forskning' as a curated alias; re-based city Stockholm on the GLEIF registered address instead of an inference.; scope=in_scope; adversarial_overturned=established,established_basis,established_source,keep_alias,alias_values,alias_reason"
,https://ror.org/01cybbe83,Ulla och Gustaf af Ugglas stiftelse,active,funder,,Ulla och Gustaf af Ugglas stiftelse*sv,,,,,1997,501100009806,501100009806,,,,,,,Stockholm,Sweden,2673730,,,https://ror.org/056d84691,,,R000699,openalex_funder_id=F4320326036; crossref_funder_doi=https://doi.org/10.13039/501100009806; openalex_priority=B; openalex_type_guess=fund/foundation; awards_in_openalex=21; works_in_openalex=32; country_code=SE | VERIFIED: type=funder; established=1997; keep_alias=False; affiliation_usage=none_found; website=not_checked; ids=; confidence=high; established_source=national_registry; scope=in_scope
,https://ror.org/012cbfd74,Stiftelsen Robert Lundbergs Minnesfond,active,funder,Robert Lundbergs Minnesstiftelse*sv,Stiftelsen Robert Lundbergs Minnesfond*sv; Robert Lundberg Memorial Foundation*en,,,,,,501100009781,501100009781,,,,,,,Stockholm,Sweden,2673730,,,https://ror.org/056d84691,,,R000700,"openalex_funder_id=F4320326013; crossref_funder_doi=https://doi.org/10.13039/501100009781; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=19; works_in_openalex=32; country_code=SE | VERIFIED: type=funder; established=unknown; keep_alias=True; affiliation_usage=crossref_exact; website=not_checked; ids=; confidence=high; established_source=not_found; adversarial_change=Overturned pass 1's subunit verdict: the Swedish national foundation register registers Stiftelsen Robert Lundbergs Minnesfond (orgnr 802012-4593) as an independent foundation ('självständig stiftelse') with the same tumour/cancer-research purpose as the KI-administered call behind FundRef 501100009781 - pass 1's registry search missed it because it queried the Crossref name form in allabolag. The row becomes an in_scope funder mint named from the national registry; the KI tie is demoted from scope.parent to a 'related' relationship; researched official_name, en label, curated alias, city/geonames, funder type and affiliation usage.; scope=in_scope; adversarial_overturned=scope.verdict,official_name,labels,keep_alias,alias_values,affiliation_usage,ror_type,city,geonames_id,relationships"
,https://ror.org/01j15dq35,Erna og Olav Aakres stiftelse til kreftens bekjempelse,active,funder,,Erna og Olav Aakres stiftelse til kreftens bekjempelse*no; Erna and Olav Aakre Foundation for Cancer Research*en,,,,,1980,501100003063,501100003063,,,,,Q45135349,Q45135349,Oslo,Norway,3143244,,,,,,R000701,"openalex_funder_id=F4320321689; crossref_funder_doi=https://doi.org/10.13039/501100003063; openalex_priority=B; openalex_type_guess=fund/foundation; awards_in_openalex=5; works_in_openalex=32; country_code=NO | VERIFIED: type=funder; established=1980; keep_alias=False; affiliation_usage=none_found; website=not_checked; ids=wikidata_id; confidence=high; established_source=national_registry; scope=in_scope; adversarial_overturned=city,geonames_id"
,https://ror.org/042eftv06,Fondazione Gigi e Pupa Ferrari,active,funder,Fondazione Gigi e Pupa Ferrari ONLUS*it,Fondazione Gigi e Pupa Ferrari*it,,,,,,501100009700,501100009700,,,,,,,Milan,Italy,3173435,,,,,,R000702,openalex_funder_id=F4320325950; crossref_funder_doi=https://doi.org/10.13039/501100009700; openalex_priority=B; openalex_type_guess=fund/foundation; awards_in_openalex=4; works_in_openalex=32; country_code=IT | VERIFIED: type=funder; established=unknown; keep_alias=True; affiliation_usage=openalex_alt_name; website=not_checked; ids=; confidence=high; established_source=not_found; scope=in_scope
,https://ror.org/01w2xty87,David Telling Charitable Trust,active,funder,,David Telling Charitable Trust*en,,,,,2002,501100020276,501100020276,,,,,,,Bristol,United Kingdom,2654675,,,,,,R000704,openalex_funder_id=F4320330812; crossref_funder_doi=https://doi.org/10.13039/501100020276; openalex_priority=B; openalex_type_guess=fund/foundation; awards_in_openalex=4; works_in_openalex=32; country_code=GB | VERIFIED: type=funder; established=2002; keep_alias=False; affiliation_usage=none_found; website=not_checked; ids=; confidence=high; established_source=national_registry; scope=in_scope
,https://ror.org/00jnf1x41,Fondazione Anna Maria Sechi per il Cuore,active,funder,,Fondazione Anna Maria Sechi per il Cuore*it; Anna Maria Sechi Foundation for the Heart*en,FASC*it,,,,2009,100017728,100017728,,,,,,,,Italy,3175395,,,,,,R000705,openalex_funder_id=F4320317613; crossref_funder_doi=https://doi.org/10.13039/100017728; openalex_priority=B; openalex_type_guess=fund/foundation; awards_in_openalex=1; works_in_openalex=32; country_code=IT | VERIFIED: type=funder; established=unknown; keep_alias=False; affiliation_usage=publications_doi; website=not_checked; ids=; confidence=medium; established_source=not_found; scope=in_scope
,https://ror.org/000bjcm56,MBF Foundation,inactive,funder,,MBF Foundation*en,,https://mbf.li/,,mbf.li,1974,501100009079,501100009079,,,,,,,Triesen,Liechtenstein,3042035,,,,https://ror.org/0469pxf24,,R000706,openalex_funder_id=F4320325602; crossref_funder_doi=https://doi.org/10.13039/501100009079; openalex_priority=B; openalex_type_guess=fund/foundation; awards_in_openalex=1; works_in_openalex=32; country_code=LI | VERIFIED: type=funder; established=2003; keep_alias=False; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=other_source; scope=in_scope
,https://ror.org/0498wf236,Plastic Surgery Research Council,active,nonprofit;funder,,Plastic Surgery Research Council*en; The Plastic Surgery Research Council*en,PSRC*en,https://ps-rc.org,,ps-rc.org,1955,100013740,100013740,,,,,,,Beverly,United States,4930505,,,,,,R000709,openalex_funder_id=F4320314486; crossref_funder_doi=https://doi.org/10.13039/100013740; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=3; works_in_openalex=31; country_code=US | VERIFIED: type=nonprofit; established=1955; keep_alias=False; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope
,https://ror.org/05sx20920,Yukiko Ishibashi Memorial Foundation,active,funder,,Yukiko Ishibashi Memorial Foundation*en; Yukiko Ishibashi Foundation*en; 石橋由紀子記念基金*ja; 公益財団法人石橋由紀子記念基金*ja,,https://ishibashiyukiko-kinenkikin.com/,,ishibashiyukiko-kinenkikin.com,2013,100015649,100015649,,,,,,,Tokyo,Japan,1850147,,,,,,R000711,"openalex_funder_id=F4320315974; crossref_funder_doi=https://doi.org/10.13039/100015649; openalex_priority=B; openalex_type_guess=fund/foundation; awards_in_openalex=1; works_in_openalex=31; country_code=JP | VERIFIED: type=funder; established=2013; keep_alias=False; affiliation_usage=openalex_alt_name; website=correct; ids=; confidence=high; established_source=org_website; adversarial_change=Substantively no change: scope in_scope, name, labels, website, domain, 2013/unclear/org_website, ror_type funder, country/city/geonames and empty relationships all re-verified against the cited sources and stand. The only edit is the duplicate label — pass 1 wrote verdict 'no_candidates' while its own evidence string described examining and dismissing https://ror.org/0535hbe81, so the verdict is corrected to 'rejected' (a candidate was surfaced and disposed of). The mint decision is unchanged. adopted_verify is false only because that dup_verdict label differs.; scope=in_scope; adversarial_overturned=dup_verdict.verdict"
,https://ror.org/02763nf89,Debra and Leon Black Family Foundation,active,funder;nonprofit,Leon Black Family Foundation*en,Debra and Leon Black Family Foundation*en,,,,,1998,100018962,100018962,,,,,,,New York,United States,5128581,,,,,,R000712,openalex_funder_id=F4320318598; crossref_funder_doi=https://doi.org/10.13039/100018962; openalex_priority=B; openalex_type_guess=fund/foundation; awards_in_openalex=1; works_in_openalex=31; country_code=US | VERIFIED: type=funder; established=1998; keep_alias=True; affiliation_usage=none_found; website=not_checked; ids=; confidence=high; established_source=national_registry; scope=in_scope
,https://ror.org/043xqbw66,Walter G. Ross Foundation,active,funder,,Walter G. Ross Foundation*en,,,,,,100019064,100019064,,,,,,,Washington,United States,4140963,,,,,,R000713,openalex_funder_id=F4320318690; crossref_funder_doi=https://doi.org/10.13039/100019064; openalex_priority=B; openalex_type_guess=fund/foundation; awards_in_openalex=1; works_in_openalex=31; country_code=US | VERIFIED: type=funder; established=unknown; keep_alias=False; affiliation_usage=publications_doi; website=not_checked; ids=; confidence=high; established_source=not_found; scope=in_scope
,https://ror.org/038g2f915,Agensi Angkasa Malaysia,active,government;funder,,Agensi Angkasa Malaysia*ms; Malaysian Space Agency*en,MYSA*en,https://www.mysa.gov.my/,,mysa.gov.my,2019,501100021677,501100021677,,,,,Q97142150,Q97142150,Kuala Lumpur,Malaysia,1735161,https://ror.org/012s3r374,,,,https://ror.org/05cdbex20,R000714,openalex_funder_id=F4320331404; crossref_funder_doi=https://doi.org/10.13039/501100021677; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=1; works_in_openalex=31; country_code=MY | VERIFIED: type=government; established=2019; keep_alias=False; affiliation_usage=crossref_exact; website=correct; ids=wikidata_id; confidence=high; established_source=org_website; scope=in_scope
,https://ror.org/01tm9h439,Caesar Kleberg Wildlife Research Institute,active,facility;funder,,Caesar Kleberg Wildlife Research Institute*en; Caesar Kleberg Wildlife Research Institute at Texas A&M University-Kingsville*en,CKWRI*en,https://www.ckwri.tamuk.edu/,,,1981,100016475,100016475,,,,,,,Kingsville,United States,4703384,https://ror.org/05abs3w97,,,,,R000715,openalex_funder_id=F4320337883; crossref_funder_doi=https://doi.org/10.13039/100016475; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=1; works_in_openalex=31; country_code=US | VERIFIED: type=facility; established=1981; keep_alias=False; affiliation_usage=crossref_exact; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope
,https://ror.org/028hfm802,British Association of Aesthetic Plastic Surgeons,active,nonprofit;funder,British Association of Aesthetic Surgeons*en,British Association of Aesthetic Plastic Surgeons*en,BAAPS*en,https://baaps.org.uk,,baaps.org.uk,1979,100014918,100014918,,,,,Q48817974,Q48817974,London,United Kingdom,2643743,,,,,,R000716,openalex_funder_id=F4320315410; crossref_funder_doi=https://doi.org/10.13039/100014918; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=0; works_in_openalex=31; country_code=GB | VERIFIED: type=nonprofit; established=1979; keep_alias=False; affiliation_usage=crossref_exact; website=correct; ids=wikidata_id; confidence=high; established_source=wikipedia; scope=in_scope
,https://ror.org/05k7qsm89,Robert A. and Renee E. Belfer Family Foundation,active,funder,Robert A. & Renee E. Belfer Family Foundation*en; Robert and Renee Belfer Family Foundation*en,Robert A. and Renee E. Belfer Family Foundation*en,,,,,1990,100010302,100010302,,,,,Q45133000,Q45133000,New York,United States,5128581,,,,,,R000717,openalex_funder_id=F4320311937; crossref_funder_doi=https://doi.org/10.13039/100010302; openalex_priority=B; openalex_type_guess=fund/foundation; awards_in_openalex=13; works_in_openalex=30; country_code=US | VERIFIED: type=funder; established=1990; keep_alias=False; affiliation_usage=none_found; website=not_checked; ids=; confidence=high; established_source=national_registry; scope=in_scope
,https://ror.org/01bvq8z75,Red de Salud Materno Infantil y del Desarrollo,active,facility;funder,,Red de Salud Materno Infantil y del Desarrollo*es; Red de Salud Materno-Infantil y del Desarrollo*es; Red SAMID*es; RICORS-SAMID*es,SAMID*es,https://redsamid.net,,redsamid.net,2008,501100021080,501100021080,,,,,,,Barcelona,Spain,3128760,,,,,,R000718,openalex_funder_id=F4320331188; crossref_funder_doi=https://doi.org/10.13039/501100021080; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=12; works_in_openalex=30; country_code=ES | VERIFIED: type=facility; established=2008; keep_alias=False; affiliation_usage=publications_doi; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope; adversarial_overturned=affiliation_usage
,https://ror.org/02tzjxp12,Asian Universities Alliance,active,funder,,Asian Universities Alliance*en,AUA*en,http://www.asianuniversities.org,,asianuniversities.org,2017,100020269,100020269,,,,,Q83947609,Q83947609,Beijing,China,1816670,,,https://ror.org/03cve4549,,,R000719,openalex_funder_id=F4320319644; crossref_funder_doi=https://doi.org/10.13039/100020269; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=8; works_in_openalex=30; country_code=CN | VERIFIED: type=funder; established=2017; keep_alias=False; affiliation_usage=openalex_alt_name; website=correct; ids=wikidata_id; confidence=high; established_source=org_website; scope=in_scope
,https://ror.org/0285byb03,Milky Way Research Foundation,active,funder,,Milky Way Research Foundation*en,MWRF*en,https://milkywayrf.org,,milkywayrf.org,,100020048,100020048,,,,,,,Washington,United States,4140963,,,,,,R000720,openalex_funder_id=F4320319452; crossref_funder_doi=https://doi.org/10.13039/100020048; openalex_priority=B; openalex_type_guess=fund/foundation; awards_in_openalex=6; works_in_openalex=30; country_code=CN | VERIFIED: type=funder; established=unknown; keep_alias=False; affiliation_usage=openalex_alt_name; website=correct; ids=; confidence=high; established_source=not_found; scope=in_scope
,https://ror.org/00rj2ns66,Gordon and Llura Gund Foundation,active,funder,,Gordon and Llura Gund Foundation*en; Gordon & Llura Gund Foundation*en,,,,,1990,100020167,100020167,,,,,,,Princeton,United States,5102922,,,,,,R000721,openalex_funder_id=F4320319550; crossref_funder_doi=https://doi.org/10.13039/100020167; openalex_priority=B; openalex_type_guess=fund/foundation; awards_in_openalex=5; works_in_openalex=30; country_code=US | VERIFIED: type=funder; established=1990; keep_alias=False; affiliation_usage=openalex_alt_name; website=not_checked; ids=; confidence=high; established_source=national_registry; scope=in_scope
,https://ror.org/058hwgk11,Disarm Therapeutics (United States),active,company;funder,"Disarm Therapeutics, Inc.*en",Disarm Therapeutics*en,,,,,,100018241,100018241,,,,,,,Cambridge,United States,4931972,https://ror.org/01qat3289,,,,,R000722,"openalex_funder_id=F4320318020; crossref_funder_doi=https://doi.org/10.13039/100018241; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=2; works_in_openalex=30; country_code=US | VERIFIED: type=company; established=unknown; keep_alias=True; affiliation_usage=crossref_exact; website=replaced; ids=; confidence=high; established_source=not_found; adversarial_change=website_status dead -> replaced: a direct redirect-chain fetch shows disarmtx.com resolves with HTTP 200 and forwards to lilly.com/science/subsidiaries, so the former site is replaced by the parent's page rather than dead. All other pass-1 values were re-verified against the cited sources (or independent equivalents) and adopted; the SEC Exhibit 21 claim is unverified this pass but the scope and parent verdicts rest on Lilly's own subsidiaries page and the Crossref-indexed Brain affiliation.; scope=in_scope; adversarial_overturned=website_status"
,https://ror.org/05xafsp03,Aesculap Akademie (Germany),active,company;funder,Aesculap Akademie GmbH*de,Aesculap Akademie*de; Aesculap Academy*en,,https://global.aesculap-academy.com/,,aesculap-academy.com,,100019667,100019667,,,,,,,Tuttlingen,Germany,2820693,https://ror.org/04nxj7050,,,,,R000723,openalex_funder_id=F4320319168; crossref_funder_doi=https://doi.org/10.13039/100019667; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=1; works_in_openalex=30; country_code=DE | VERIFIED: type=company; established=unknown; keep_alias=False; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=not_found; scope=in_scope
,https://ror.org/01st9d292,New Mexico Health Enhancement and Marathon Clinics Research Foundation,active,nonprofit;funder,,New Mexico Health Enhancement and Marathon Clinics Research Foundation*en; NMHEMC Research Foundation*en,NMHEMC*en,,,,1994,100012595,100012595,,,,,,,Albuquerque,United States,5454711,,,,,,R000724,openalex_funder_id=F4320313658; crossref_funder_doi=https://doi.org/10.13039/100012595; openalex_priority=B; openalex_type_guess=fund/foundation; awards_in_openalex=1; works_in_openalex=30; country_code=US | VERIFIED: type=nonprofit; established=1994; keep_alias=False; affiliation_usage=crossref_exact; website=not_checked; ids=; confidence=high; established_source=national_registry; scope=in_scope
,https://ror.org/03wz5kw23,Kidani Memorial Trust,active,funder,Kidani Memorial Fund*en,Kidani Memorial Trust*en,,,,,2002,501100008919,501100008919,,,,,Q45131268,Q45131268,,Japan,1861060,,,,,,R000726,openalex_funder_id=F4320325481; crossref_funder_doi=https://doi.org/10.13039/501100008919; openalex_priority=B; openalex_type_guess=fund/foundation; awards_in_openalex=1; works_in_openalex=30; country_code=JP | VERIFIED: type=funder; established=2002; keep_alias=False; affiliation_usage=none_found; website=not_checked; ids=wikidata_id; confidence=medium; established_source=other_source; scope=in_scope
,https://ror.org/000fk1935,Milton and Miriam Handler Foundation,active,funder;nonprofit,,Milton and Miriam Handler Foundation*en,,,,,1964,100012699,100012699,,,,,,,New York,United States,5128581,,,,,,R000727,openalex_funder_id=F4320313735; crossref_funder_doi=https://doi.org/10.13039/100012699; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=0; works_in_openalex=30; country_code=US | VERIFIED: type=funder; established=1964; keep_alias=False; affiliation_usage=crossref_exact; website=not_checked; ids=; confidence=high; established_source=national_registry; scope=in_scope; adversarial_overturned=affiliation_usage
,https://ror.org/01x5mat36,Sylvan C. Herman Foundation,active,funder,,Sylvan C. Herman Foundation*en,,,,,2005,100016384,100016384,,,,,,,Washington,United States,4140963,,,,,,R000728,openalex_funder_id=F4320316574; crossref_funder_doi=https://doi.org/10.13039/100016384; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=0; works_in_openalex=30; country_code=US | VERIFIED: type=funder; established=2005; keep_alias=False; affiliation_usage=publications_doi; website=not_checked; ids=; confidence=high; established_source=national_registry; scope=in_scope
,https://ror.org/02km23139,Plum Foundation,active,funder,,Plum Foundation*en,,,,,1992,100019588,100019588,,,,,,,Studio City,United States,5399438,,,,,,R000730,openalex_funder_id=F4320319114; crossref_funder_doi=https://doi.org/10.13039/100019588; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=0; works_in_openalex=30; country_code=US | VERIFIED: type=funder; established=1992; keep_alias=False; affiliation_usage=none_found; website=not_checked; ids=; confidence=high; established_source=national_registry; scope=in_scope
,https://ror.org/018s9m939,American Express Foundation,active,funder,,American Express Foundation*en,,https://www.americanexpress.com/en-us/company/corporate-sustainability/community-impact/,,,1956,100014140,100014140,,,,,,,New York,United States,5128581,https://ror.org/05rckx884,,,,,R000732,"openalex_funder_id=F4320333605; crossref_funder_doi=https://doi.org/10.13039/100014140; openalex_priority=B; openalex_type_guess=fund/foundation; awards_in_openalex=0; works_in_openalex=30; country_code=US | VERIFIED: type=funder; established=1956; keep_alias=False; affiliation_usage=none_found; website=replaced; ids=; confidence=high; established_source=national_registry; adversarial_change=Scope (in_scope), duplicate verdict (rejected), website replacement, ror_type, country/city/geonames and the parent relationship to https://ror.org/05rckx884 all re-derived independently and confirmed - three fresh ROR queries (name, advanced name, external_ids fundref) show no ROR record for the Foundation, and the IRS BMF record confirms it is a separately incorporated 501(c)(3). Changed established from 1954 to 1956, with basis incorporation and source national_registry: I re-fetched the cited AmEx page and its 1954 sentence is a combined giving span for the Foundation plus the Corporate Giving Program, not a founding statement, while the IRS BMF ruling_date (1956-07-01) and the InfluenceWatch profile ('Formation: 1956') both attest 1956. Added a sourced negative claim for wikipedia/wikidata (searched both, nothing exists).; scope=in_scope; adversarial_overturned=established,established_basis,established_source"
,https://ror.org/00506e602,Shulsky Foundation,active,funder,,Shulsky Foundation*en; The Shulsky Foundation*en,,,,,1996,100016383,100016383,,,,,,,,United States,6252001,,,,,,R000734,openalex_funder_id=F4320316573; crossref_funder_doi=https://doi.org/10.13039/100016383; openalex_priority=B; openalex_type_guess=fund/foundation; awards_in_openalex=4; works_in_openalex=29; country_code=US | VERIFIED: type=funder; established=1996; keep_alias=False; affiliation_usage=publications_doi; website=not_checked; ids=; confidence=high; established_source=national_registry; scope=in_scope
,https://ror.org/04phw2m27,Public Foundation of Vaccination Research Center,active,nonprofit;funder,,Public Foundation of Vaccination Research Center*en; 公益財団法人予防接種リサーチセンター*ja; 予防接種リサーチセンター*ja,,https://www.yoboseshu-rc.com/,,yoboseshu-rc.com,1969,100018193,100018193,,,,,,,Tokyo,Japan,1850147,,,,,,R000735,openalex_funder_id=F4320317979; crossref_funder_doi=https://doi.org/10.13039/100018193; openalex_priority=B; openalex_type_guess=fund/foundation; awards_in_openalex=4; works_in_openalex=29; country_code=JP | VERIFIED: type=nonprofit; established=1969; keep_alias=False; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope
,https://ror.org/00r1f5205,Bradlow Foundation,active,funder;nonprofit,,Bradlow Foundation*en,,,,,,501100004580,501100004580,,,,,,,,South Africa,953987,,,,,,R000736,openalex_funder_id=F4320322743; crossref_funder_doi=https://doi.org/10.13039/501100004580; openalex_priority=B; openalex_type_guess=fund/foundation; awards_in_openalex=3; works_in_openalex=29; country_code=ZA | VERIFIED: type=funder; established=unknown; keep_alias=False; affiliation_usage=none_found; website=not_checked; ids=; confidence=medium; established_source=not_found; scope=in_scope
,https://ror.org/04dzdx164,Stiftung für kardiovaskuläre Forschung Basel,active,funder,,Stiftung für kardiovaskuläre Forschung Basel*de,,,,,,501100014170,501100014170,,,,,,,Basel,Switzerland,2661604,,,,,,R000737,openalex_funder_id=F4320328341; crossref_funder_doi=https://doi.org/10.13039/501100014170; openalex_priority=B; openalex_type_guess=fund/foundation; awards_in_openalex=3; works_in_openalex=29; country_code=CH | VERIFIED: type=funder; established=unknown; keep_alias=False; affiliation_usage=none_found; website=not_checked; ids=; confidence=high; established_source=not_found; scope=in_scope
,https://ror.org/02fc7pq83,Zernike Institute for Advanced Materials,active,facility;funder,,Zernike Institute for Advanced Materials*en,ZIAM*en,https://www.rug.nl/research/zernike/,,,2007,501100019401,501100019401,,,0000 0004 0610 2972,0000 0004 0610 2972,Q28407464,Q28407464,Groningen,The Netherlands,2755251,https://ror.org/012p63287,,,,,R000738,"openalex_funder_id=F4320336796; crossref_funder_doi=https://doi.org/10.13039/501100019401; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=3; works_in_openalex=29; country_code=NL | VERIFIED: type=facility; established=2007; keep_alias=False; affiliation_usage=crossref_exact; website=correct; ids=wikidata_id,isni; confidence=high; established_source=org_website; scope=in_scope"
