html_url,id,names.types.ror_display,status,types,names.types.alias,names.types.label,names.types.acronym,links.type.website,links.type.wikipedia,domains,established,external_ids.type.fundref.all,external_ids.type.fundref.preferred,external_ids.type.grid.all,external_ids.type.grid.preferred,external_ids.type.isni.all,external_ids.type.isni.preferred,external_ids.type.wikidata.all,external_ids.type.wikidata.preferred,city,country,locations.geonames_id,ror_id,parent,child,related,successor,predecessor,nid,comments,,,,,,,
,,Diagnostics Development Hub*en,active,facility,,Diagnostics Development Hub*en,DxD Hub*en,https://www.a-star.edu.sg/dxdhub,,,2014,,,,,,,,,Singapore,Singapore,1880252,,https://ror.org/036wvzt09,,,,,SG_R000506,source=sgdi; source_url=https://www.sgdi.gov.sg/ministries/mti/statutory-boards/a-star/departments/national-centres/departments/dxd-hub; entity_type=research_entity; parent_agency=National Centres; sgdi_container=National Centres; ror_reconcile=existing ROR A*STAR records predate the 2023-24 restructuring - check for rename/merge before minting | VERIFIED: type=facility; established=unknown; keep_alias=False; affiliation_usage=publications_doi; website=correct; ids=; confidence=high; established_source=not_found; scope=in_scope; adversarial_overturned=affiliation_usage,17,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Diagnostics Development Hub,1,"raw_affiliation_strings.search:(""Diagnostics Development Hub"" AND ""Singapore"")",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%22Diagnostics+Development+Hub%22+AND+%22Singapore%22%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Nucleic Acid Therapeutics Initiative*en,active,facility;funder,,Nucleic Acid Therapeutics Initiative*en,NATi*en,https://nati.sg,,nati.sg,,,,,,,,,,Singapore,Singapore,1880252,,https://ror.org/036wvzt09,,,,,SG_R000508,source=sgdi; source_url=https://www.sgdi.gov.sg/ministries/mti/statutory-boards/a-star/departments/national-centres/departments/nati; entity_type=research_entity; parent_agency=National Centres; sgdi_container=National Centres; ror_reconcile=existing ROR A*STAR records predate the 2023-24 restructuring - check for rename/merge before minting | VERIFIED: type=facility; established=unknown; keep_alias=False; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=not_found; scope=in_scope,1,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Nucleic Acid Therapeutics Initiative,1,"raw_affiliation_strings.search:(""Nucleic Acid Therapeutics Initiative"" AND ""Singapore"")",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%22Nucleic+Acid+Therapeutics+Initiative%22+AND+%22Singapore%22%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Institute of Advanced Intelligence and Computing*en,active,facility,,Institute of Advanced Intelligence and Computing*en,IAIC*en,https://www.a-star.edu.sg/iaic,,,,,,,,,,,,Singapore,Singapore,1880252,,https://ror.org/02c6k8737,,,,,SG_R000519,source=sgdi; source_url=https://www.sgdi.gov.sg/ministries/mti/statutory-boards/a-star/departments/re/departments/iaic; entity_type=research_entity; parent_agency=Research Entities; sgdi_container=Research Entities; ror_reconcile=existing ROR A*STAR records predate the 2023-24 restructuring - check for rename/merge before minting | VERIFIED: type=facility; established=unknown; keep_alias=False; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=not_found; scope=in_scope,18,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Institute of Advanced Intelligence and Computing,1,"raw_affiliation_strings.search:(""Institute of Advanced Intelligence and Computing"" AND ""Singapore"")",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%22Institute+of+Advanced+Intelligence+and+Computing%22+AND+%22Singapore%22%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Singapore Institute of Food and Biotechnology Innovation*en,active,facility,,Singapore Institute of Food and Biotechnology Innovation*en,SIFBI*en,https://www.a-star.edu.sg/sifbi,,,2020,,,,,,,,,Singapore,Singapore,1880252,,https://ror.org/036wvzt09,,,,,SG_R000528,source=sgdi; source_url=https://www.sgdi.gov.sg/ministries/mti/statutory-boards/a-star/departments/re/departments/sifbi; entity_type=research_entity; parent_agency=Research Entities; sgdi_container=Research Entities; ror_reconcile=existing ROR A*STAR records predate the 2023-24 restructuring - check for rename/merge before minting | VERIFIED: type=facility; established=2020; keep_alias=False; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=other_source; scope=in_scope,603,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Singapore Institute of Food and Biotechnology Innovation,1,"raw_affiliation_strings.search:""Singapore Institute of Food and Biotechnology Innovation""",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%22Singapore+Institute+of+Food+and+Biotechnology+Innovation%22&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Competition and Consumer Commission of Singapore*en,active,government,,Competition and Consumer Commission of Singapore*en,CCS*en,https://www.ccs.gov.sg,,ccs.gov.sg,2005,,,,,,,,,Singapore,Singapore,1880252,,,,,,,SG_R000531,"source=sgdi; source_url=https://www.sgdi.gov.sg/ministries/mti/statutory-boards/ccs; entity_type=statutory_board; parent_agency=MINISTRY OF TRADE AND INDUSTRY; also_source=datagov_uen_registry; also_source_url=https://data.gov.sg/datasets/d_b1d2b840ab9e993570c037b706b39bb8/view; uen=T08GB0010E; uen_status=Registered; uen_issue_date=2008-08-26 | VERIFIED: type=government; established=2005; keep_alias=False; affiliation_usage=crossref_exact; website=correct; ids=wikidata_id; confidence=high; established_source=wikipedia; adversarial_change=Adopted pass 1's scope (in_scope), dup_verdict (no_candidates), website verdict (correct), ror_type (government), established year (2005), city/geonames and relationships after independent re-derivation; two corrections: affiliation_usage none_found -> crossref_exact (my Crossref query found the full name verbatim in a published affiliation), and established_basis incorporation -> founding (statutory board created by statute, no incorporation certificate).; scope=in_scope; adversarial_overturned=affiliation_usage,established_basis",10,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Competition and Consumer Commission of Singapore,1,"raw_affiliation_strings.search:""Competition and Consumer Commission of Singapore""",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%22Competition+and+Consumer+Commission+of+Singapore%22&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Enterprise Singapore*en,active,government,,Enterprise Singapore*en,EnterpriseSG*en,https://www.enterprisesg.gov.sg,,enterprisesg.gov.sg,2018,,,,,,,Q55610932,Q55610932,Singapore,Singapore,1880252,,,,,,https://ror.org/02capbb49,SG_R000534,"source=sgdi; source_url=https://www.sgdi.gov.sg/ministries/mti/statutory-boards/enterprisesg; entity_type=statutory_board; parent_agency=MINISTRY OF TRADE AND INDUSTRY; also_source=datagov_uen_registry; also_source_url=https://data.gov.sg/datasets/d_b1d2b840ab9e993570c037b706b39bb8/view; uen=T18GB0001K; uen_status=Registered; uen_issue_date=2018-01-11 | VERIFIED: type=government; established=2018; keep_alias=False; affiliation_usage=none_found; website=correct; ids=wikidata_id; confidence=high; established_source=wikidata_inception; adversarial_change=Added a predecessor relationship to the already-published ROR record for SPRING Singapore (ror.org/02capbb49), found via independent ROR counter-search (Wikipedia and SGDI state the 1 April 2018 merger); all other pass-1 values verified against their cited sources and carried through unchanged.; scope=in_scope; adversarial_overturned=relationships",187,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Enterprise Singapore,1,"raw_affiliation_strings.search:""Enterprise Singapore""",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%22Enterprise+Singapore%22&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Sentosa Development Corporation*en,active,government,,Sentosa Development Corporation*en,SDC*en,https://www.sentosa.gov.sg,,sentosa.gov.sg,1972,,,,,,,,,Singapore,Singapore,1880252,,,,,,,SG_R000537,source=sgdi; source_url=https://www.sgdi.gov.sg/ministries/mti/statutory-boards/sdc; entity_type=statutory_board; parent_agency=MINISTRY OF TRADE AND INDUSTRY; also_source=datagov_uen_registry; also_source_url=https://data.gov.sg/datasets/d_b1d2b840ab9e993570c037b706b39bb8/view; uen=T08GB0048K; uen_status=Registered; uen_issue_date=2008-08-26 | VERIFIED: type=government; established=1972; keep_alias=False; affiliation_usage=crossref_exact; website=correct; ids=wikidata_id; confidence=high; established_source=wikipedia; scope=in_scope; adversarial_overturned=affiliation_usage,3,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Sentosa Development Corporation,1,"raw_affiliation_strings.search:(""Sentosa Development Corporation"" AND ""Singapore"")",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%22Sentosa+Development+Corporation%22+AND+%22Singapore%22%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Singapore Tourism Board*en,active,government,,Singapore Tourism Board*en,STB*en,https://www.stb.gov.sg,,,1964,,,,,,,Q4263007,Q4263007,Singapore,Singapore,1880252,,,,,,,SG_R000538,source=sgdi; source_url=https://www.sgdi.gov.sg/ministries/mti/statutory-boards/stb; entity_type=statutory_board; parent_agency=MINISTRY OF TRADE AND INDUSTRY; also_source=datagov_uen_registry; also_source_url=https://data.gov.sg/datasets/d_b1d2b840ab9e993570c037b706b39bb8/view; uen=T08GB0059L; uen_status=Registered; uen_issue_date=2008-08-26 | VERIFIED: type=government; established=1964; keep_alias=False; affiliation_usage=crossref_exact; website=correct; ids=wikidata_id; confidence=high; established_source=wikipedia; scope=in_scope; adversarial_overturned=affiliation_usage,10,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Singapore Tourism Board,1,"raw_affiliation_strings.search:""Singapore Tourism Board""",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%22Singapore+Tourism+Board%22&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,The Law Society of Singapore*en,active,other,,The Law Society of Singapore*en,,https://www.lawsociety.org.sg,,lawsociety.org.sg,1967,,,,,,,Q6503107,Q6503107,Singapore,Singapore,1880252,,,,,,,SG_R000548,source=datagov_uen_registry; source_url=https://data.gov.sg/datasets/d_b1d2b840ab9e993570c037b706b39bb8/view; uen=T17GB0002A; entity_type=statutory_board; uen_status=Registered; uen_issue_date=2017-10-31 | VERIFIED: type=other; established=1967; keep_alias=False; affiliation_usage=none_found; website=correct; ids=wikidata_id; confidence=high; established_source=org_website; scope=in_scope,1,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",The Law Society of Singapore,1,"raw_affiliation_strings.search:""The Law Society of Singapore""",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%22The+Law+Society+of+Singapore%22&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Singapore Institute of Legal Education*en,active,government,,Singapore Institute of Legal Education*en,SILE*en,https://www.sile.edu.sg,,sile.edu.sg,2011,,,,,,,,,Singapore,Singapore,1880252,,,,,,,SG_R000564,"source=datagov_uen_registry; source_url=https://data.gov.sg/datasets/d_b1d2b840ab9e993570c037b706b39bb8/view; uen=T11GB0001H; entity_type=statutory_board; uen_status=Registered; uen_issue_date=2011-02-16 | VERIFIED: type=government; established=2011; keep_alias=False; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=other_source; adversarial_change=Added established=2011 (basis incorporation, source MinLaw guidance note on LPA (Amendment) Act 2011, in force 3 May 2011, which established SILE as successor to the dissolved Board of Legal Education) where pass 1 had null/not_found; added a source-stated predecessor relationship to the Board of Legal Education (not in ROR). All other fields verified and adopted unchanged: scope in_scope, no ROR duplicate (name, variant, acronym and domain searches all clean), website/domains/acronym/names confirmed on the official site, city/geonames re-verified via GeoNames.; scope=in_scope; adversarial_overturned=established,established_basis,established_source,relationships",1,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Singapore Institute of Legal Education,1,"raw_affiliation_strings.search:""Singapore Institute of Legal Education""",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%22Singapore+Institute+of+Legal+Education%22&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Asian Centre for Health Behavioural Insights and Interventions*en,active,facility,,Asian Centre for Health Behavioural Insights and Interventions*en,HABITS*en,https://www.westudyhabits.com,,,,,,,,,,,,Singapore,Singapore,1880252,,,,https://ror.org/02e7b5302; https://ror.org/05qkemg93,,,SG_R000568,source=ntu_research_directory; source_url=https://www.ntu.edu.sg/research/research-capabilities/research-institutes-centres; entity_type=university_research_centre; parent_agency=Nanyang Technological University; ntu_class=University Research Institute | VERIFIED: type=facility; established=unknown; keep_alias=False; affiliation_usage=crossref_exact; website=correct; ids=; confidence=high; established_source=not_found; scope=in_scope,1,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Asian Centre for Health Behavioural Insights and Interventions,1,"raw_affiliation_strings.search:(""Asian Centre for Health Behavioural Insights and Interventions"" AND ""Singapore"")",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%22Asian+Centre+for+Health+Behavioural+Insights+and+Interventions%22+AND+%22Singapore%22%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Future Ready Food Safety Hub*en,active,facility,,Future Ready Food Safety Hub*en;未来食品安全中心*zh,FRESH*en,https://www.ntu.edu.sg/fresh/home,,,2021,,,,,,,,,Singapore,Singapore,1880252,,,,,,,SG_R000569,source=ntu_research_directory; source_url=https://www.ntu.edu.sg/research/research-capabilities/research-institutes-centres; entity_type=university_research_centre; parent_agency=Nanyang Technological University; ntu_class=University Research Institute | VERIFIED: type=facility; established=2021; keep_alias=True; affiliation_usage=crossref_exact; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope; adversarial_overturned=labels,41,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Future Ready Food Safety Hub | 未来食品安全中心,2,"raw_affiliation_strings.search:((""Future Ready Food Safety Hub"" AND ""Singapore"") OR (""未来食品安全中心"" AND ""Singapore""))",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%28%22Future+Ready+Food+Safety+Hub%22+AND+%22Singapore%22%29+OR+%28%22%E6%9C%AA%E6%9D%A5%E9%A3%9F%E5%93%81%E5%AE%89%E5%85%A8%E4%B8%AD%E5%BF%83%22+AND+%22Singapore%22%29%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Ageing Research Institute for Society and Education*en,active,education,,Ageing Research Institute for Society and Education*en,ARISE*en,https://www.ntu.edu.sg/arise/home,,,2016,,,,,,,,,Singapore,Singapore,1880252,,https://ror.org/02e7b5302,,,,,SG_R000570,"source=ntu_research_directory; source_url=https://www.ntu.edu.sg/research/research-capabilities/research-institutes-centres; entity_type=university_research_centre; parent_agency=Nanyang Technological University; ntu_class=University Research Institute | VERIFIED: type=education; established=2016; keep_alias=False; affiliation_usage=crossref_exact; website=correct; ids=; confidence=high; established_source=other_source; adversarial_change=Overturned established null->2016 (MOH newsroom speech documents the 6 May 2016 launch of ARISE) with basis founding / source other_source, and affiliation_usage none_found->crossref_exact (my Crossref re-check returned the exact phrase 'Ageing Research Institute for Society and Education (ARISE), Nanyang Technological University, Singapore, Singapore.' in an affiliation). All other pass-1 values confirmed: in_scope independent NTU-hosted institute, dup rejected, website/domains/name/acronym/labels, education type, Singapore location, and parent relationship to NTU (ror.org/02e7b5302).; scope=in_scope; adversarial_overturned=established,established_basis,established_source,affiliation_usage",37,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Ageing Research Institute for Society and Education,1,"raw_affiliation_strings.search:(""Ageing Research Institute for Society and Education"" AND ""Singapore"")",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%22Ageing+Research+Institute+for+Society+and+Education%22+AND+%22Singapore%22%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Institute for Digital Molecular Analytics and Science*en,active,facility,,Institute for Digital Molecular Analytics and Science*en,IDMxS*en,https://idmxs.org,,,2022,,,,,,,,,Singapore,Singapore,1880252,,,,,,,SG_R000571,source=ntu_research_directory; source_url=https://www.ntu.edu.sg/research/research-capabilities/research-institutes-centres; entity_type=university_research_centre; parent_agency=Nanyang Technological University; ntu_class=University Research Institute | VERIFIED: type=facility; established=2022; keep_alias=False; affiliation_usage=crossref_exact; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope,216,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Institute for Digital Molecular Analytics and Science,1,"raw_affiliation_strings.search:(""Institute for Digital Molecular Analytics and Science"" AND ""Singapore"")",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%22Institute+for+Digital+Molecular+Analytics+and+Science%22+AND+%22Singapore%22%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Joint NTU-UBC Research Centre of Excellence in Active Living for the Elderly*en,active,facility,Joint NTU-UBC Research Centre of Excellence in Active Living for Healthy Longevity*en,Joint NTU-UBC Research Centre of Excellence in Active Living for the Elderly*en,LILY*en,https://www.ntu.edu.sg/lily/home,,,2012,,,,,,,,,Singapore,Singapore,1880252,,,,https://ror.org/02e7b5302; https://ror.org/03rmrcq20,,,SG_R000573,"source=ntu_research_directory; source_url=https://www.ntu.edu.sg/research/research-capabilities/research-institutes-centres; entity_type=university_research_centre; parent_agency=Nanyang Technological University; ntu_class=University Research Institute | VERIFIED: type=facility; established=2012; keep_alias=True; affiliation_usage=crossref_exact; website=correct; ids=; confidence=high; established_source=org_website; adversarial_change=Adopted pass 1's scope (in_scope), dup verdict (rejected), website (correct), ror_type (facility) and both related relationships (NTU 02e7b5302, UBC 03rmrcq20), each independently re-verified. Overturned established: pass 1 had null/not_found, but the centre's official About page states 'The LILY centre was set up in August 2012' - set established=2012 (founding, org_website). Alias and affiliation_usage re-verified via a fresh Crossref query.; scope=in_scope; adversarial_overturned=established,established_basis,established_source",253,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Joint NTU-UBC Research Centre of Excellence in Active Living for the Elderly | Joint NTU-UBC Research Centre of Excellence in Active Living for Healthy Longevity,2,"raw_affiliation_strings.search:((""Joint NTU-UBC Research Centre of Excellence in Active Living for the Elderly"" AND ""Singapore"") OR (""Joint NTU-UBC Research Centre of Excellence in Active Living for Healthy Longevity"" AND ""Singapore""))",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%28%22Joint+NTU-UBC+Research+Centre+of+Excellence+in+Active+Living+for+the+Elderly%22+AND+%22Singapore%22%29+OR+%28%22Joint+NTU-UBC+Research+Centre+of+Excellence+in+Active+Living+for+Healthy+Longevity%22+AND+%22Singapore%22%29%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Centre for Cross Economy*en,active,facility,,Centre for Cross Economy*en,CCE*en,https://cceglobal.com.sg,,cceglobal.com.sg,,,,,,,,,,Singapore,Singapore,1880252,,https://ror.org/02e7b5302,,,,,SG_R000574,"source=ntu_research_directory; source_url=https://www.ntu.edu.sg/research/research-capabilities/research-institutes-centres; entity_type=university_research_centre; parent_agency=Nanyang Technological University; ntu_class=University Research Institute | VERIFIED: type=facility; established=unknown; keep_alias=False; affiliation_usage=crossref_exact; website=correct; ids=; confidence=high; established_source=not_found; adversarial_change=Changed ror_type from education to facility based on ROR's type assignments for comparable university-hosted research institutes (SCELSE, I2R, CREATe all 'facility'); all other pass-1 values adopted after independent verification.; scope=in_scope; adversarial_overturned=ror_type",25,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Centre for Cross Economy,1,"raw_affiliation_strings.search:(""Centre for Cross Economy"" AND ""Singapore"")",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%22Centre+for+Cross+Economy%22+AND+%22Singapore%22%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Centre for Research and Development in Learning*en,active,facility,,Centre for Research and Development in Learning*en,CRADLE*en,https://www.ntu.edu.sg/cradle/home,,,2014,,,,,,,,,Singapore,Singapore,1880252,,,,,,,SG_R000576,"source=ntu_research_directory; source_url=https://www.ntu.edu.sg/research/research-capabilities/research-institutes-centres; entity_type=university_research_centre; parent_agency=Nanyang Technological University; ntu_class=University Research Institute | VERIFIED: type=facility; established=2014; keep_alias=False; affiliation_usage=crossref_exact; website=correct; ids=; confidence=high; established_source=org_website; adversarial_change=Scope (in_scope), dup verdict (rejected), website/domains, names, acronym, location all confirmed. Overturned: established null -> 2014 (NTU news article states 'established in late 2014'); ror_type education -> facility (pass 1's cited peer 02927dx12 is the Indian Institute of Life Sciences, and Singapore hosted-centre peers are typed facility); relationships parent NTU -> none (pass 1's precedent misattributed; ROR's comparable Singapore records have no host-parent edge).; scope=in_scope; adversarial_overturned=established,ror_type,relationships",171,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Centre for Research and Development in Learning,1,"raw_affiliation_strings.search:(""Centre for Research and Development in Learning"" AND ""Singapore"")",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%22Centre+for+Research+and+Development+in+Learning%22+AND+%22Singapore%22%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,National Integrated Centre for Evaluation*en,active,facility,,National Integrated Centre for Evaluation*en,NiCE*en,https://www.ntu.edu.sg/nice,,,2019,,,,,,,,,Singapore,Singapore,1880252,,https://ror.org/02e7b5302,,,,,SG_R000577,source=ntu_research_directory; source_url=https://www.ntu.edu.sg/research/research-capabilities/research-institutes-centres; entity_type=university_research_centre; parent_agency=Nanyang Technological University; ntu_class=University Research Institute | VERIFIED: type=facility; established=2022; keep_alias=False; affiliation_usage=crossref_exact; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope,8,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",National Integrated Centre for Evaluation,1,"raw_affiliation_strings.search:(""National Integrated Centre for Evaluation"" AND ""Singapore"")",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%22National+Integrated+Centre+for+Evaluation%22+AND+%22Singapore%22%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Centre of AI in Medicine*en,active,facility,,Centre of AI in Medicine*en,C-AIM*en,https://www.ntu.edu.sg/c-aim/home,,,2024,,,,,,,,,Singapore,Singapore,1880252,,https://ror.org/02e7b5302,,https://ror.org/05qkemg93,,,SG_R000578,source=ntu_research_directory; source_url=https://www.ntu.edu.sg/research/research-capabilities/research-institutes-centres; entity_type=university_research_centre; parent_agency=Nanyang Technological University; ntu_class=University Research Institute | VERIFIED: type=facility; established=2024; keep_alias=False; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope,12,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Centre of AI in Medicine,1,"raw_affiliation_strings.search:(""Centre of AI in Medicine"" AND ""Singapore"")",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%22Centre+of+AI+in+Medicine%22+AND+%22Singapore%22%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,Centre for Climate Change and Environmental Health*en,active,facility,,Centre for Climate Change and Environmental Health*en,CCEH*en,https://www.ntu.edu.sg/cceh,,,2025,,,,,,,,,Singapore,Singapore,1880252,,https://ror.org/02e7b5302,,,,,SG_R000580,"source=ntu_research_directory; source_url=https://www.ntu.edu.sg/research/research-capabilities/research-institutes-centres; entity_type=university_research_centre; parent_agency=Nanyang Technological University; ntu_class=University Research Institute | VERIFIED: type=facility; established=2025; keep_alias=False; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=org_website; adversarial_change=Added established=2025 (basis founding, source org_website) from the centre's launch announcement on 15 April 2025; every other pass-1 value (scope in_scope, dup rejected, website/status correct, ror_type facility, NTU parent relationship, country/city/geonames, acronym CCEH) confirmed independently.; scope=in_scope; adversarial_overturned=established",35,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",Centre for Climate Change and Environmental Health,1,"raw_affiliation_strings.search:(""Centre for Climate Change and Environmental Health"" AND ""Singapore"")",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%22Centre+for+Climate+Change+and+Environmental+Health%22+AND+%22Singapore%22%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,CNRS-International-NTU-Thales Research Alliance*en,active,facility,IRL 3288*en;IRL3288*en,CNRS-International-NTU-Thales Research Alliance*en,CINTRA*en,https://www.ntu.edu.sg/cintra/home,,,2009,,,,,,,Q51785031,Q51785031,Singapore,Singapore,1880252,,https://ror.org/02e7b5302; https://ror.org/02feahw73; https://ror.org/04emwm605,,,,,SG_R000582,"source=ntu_research_directory; source_url=https://www.ntu.edu.sg/research/research-capabilities/research-institutes-centres; entity_type=university_research_centre; parent_agency=Nanyang Technological University; ntu_class=University Research Institute | VERIFIED: type=facility; established=2009; keep_alias=False; affiliation_usage=crossref_exact; website=correct; ids=; confidence=high; established_source=other_source; adversarial_change=Overturned established (null -> 2009, founding, other_source) using contemporaneous inauguration coverage; overturned affiliation_usage (none_found -> crossref_exact) after my Crossref re-run found exact contiguous CINTRA affiliation strings. All other pass-1 values verified and carried: scope in_scope, dup rejected (0 ROR hits for CINTRA name/acronym), website correct, ror_type facility (MajuLab pattern), parents NTU/CNRS/Thales all resolving in ROR.; scope=in_scope; adversarial_overturned=established,established_basis,established_source,affiliation_usage",208,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",CNRS-International-NTU-Thales Research Alliance,1,"raw_affiliation_strings.search:(""CNRS-International-NTU-Thales Research Alliance"" AND ""Singapore"")",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%22CNRS-International-NTU-Thales+Research+Alliance%22+AND+%22Singapore%22%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
,,NTU-PKU Joint Research Institute*en,active,facility,,NTU-PKU Joint Research Institute*en,,https://www.ntu.edu.sg/ntu-pku-jri/home,,,2016,,,,,,,,,Singapore,Singapore,1880252,,,,https://ror.org/02e7b5302; https://ror.org/02v51f717,,,SG_R000583,"source=ntu_research_directory; source_url=https://www.ntu.edu.sg/research/research-capabilities/research-institutes-centres; entity_type=university_research_centre; parent_agency=Nanyang Technological University; ntu_class=University Research Institute | VERIFIED: type=facility; established=2016; keep_alias=False; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=other_source; adversarial_change=Adopted pass 1's scope (in_scope), dup verdict (rejected), website, domains, ror_type (facility), country/city, labels and both related relationships after independently re-verifying them (official NTU page fetch, ROR API searches, NTU and PKU record fetches, GeoNames call). Overturned the established year: pass 1 left established null (not_found), but PKU news of the March 2016 launch visit plus the December 2015 donation announcement establish 2016 as the founding year, basis founding, source other_source.; scope=in_scope; adversarial_overturned=established,established_basis,established_source",3,"deduplicated phrase/proximity union over raw affiliation strings, scoped by city and country when absent from the name",NTU-PKU Joint Research Institute,1,"raw_affiliation_strings.search:(""NTU-PKU Joint Research Institute"" AND ""Singapore"")",https://api.openalex.org/works?filter=raw_affiliation_strings.search%3A%28%22NTU-PKU+Joint+Research+Institute%22+AND+%22Singapore%22%29&per_page=1&select=id,2026-08-17T14:58:06+00:00
